Unnamed: 0,ZipCode,OZONE_AQI,PM2.5_AQI,Year,DataSource,Category,Measure,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
27,2114,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,2.6,2.4,2.9,11999,POINT (-71.06730799 42.3631516),2114,HLTHOUT,COPD,CrdPrv,COPD
27,2114,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,2.9,2.8,3.0,11999,POINT (-71.06730799 42.3631516),2114,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
27,2114,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,9.3,9.1,9.7,11999,POINT (-71.06730799 42.3631516),2114,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
27,2114,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,1.5,1.5,1.6,11999,POINT (-71.06730799 42.3631516),2114,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
27,2114,31.304469273743017,34.99452054794521,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,11.6,11.0,12.6,11999,POINT (-71.06730799 42.3631516),2114,HLTHSTAT,MHLTH,CrdPrv,Mental Health
27,2114,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,4.6,4.5,4.7,11999,POINT (-71.06730799 42.3631516),2114,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
27,2114,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,1.4,1.4,1.5,11999,POINT (-71.06730799 42.3631516),2114,HLTHOUT,STROKE,CrdPrv,Stroke
31,2115,31.565934065934066,43.07988980716254,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,36.9,35.7,37.9,28441,POINT (-71.088747 42.34186113),2115,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
32,2115,31.304469273743017,34.99452054794521,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,20.6,19.2,21.9,28441,POINT (-71.088747 42.34186113),2115,HLTHSTAT,MHLTH,CrdPrv,Mental Health
32,2115,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,2.8,2.8,2.9,28441,POINT (-71.088747 42.34186113),2115,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
32,2115,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,3.0,2.9,3.1,28441,POINT (-71.088747 42.34186113),2115,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
32,2115,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,1.7,1.6,1.7,28441,POINT (-71.088747 42.34186113),2115,HLTHOUT,STROKE,CrdPrv,Stroke
32,2115,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,4.8,4.7,4.9,28441,POINT (-71.088747 42.34186113),2115,HLTHOUT,DIABETES,CrdPrv,Diabetes
32,2115,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,15.3,15.0,15.6,28441,POINT (-71.088747 42.34186113),2115,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
32,2115,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,3.7,3.5,4.0,28441,POINT (-71.088747 42.34186113),2115,HLTHOUT,COPD,CrdPrv,COPD
32,2115,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,12.2,11.8,12.7,28441,POINT (-71.088747 42.34186113),2115,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
32,2115,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,1.8,1.7,1.8,28441,POINT (-71.088747 42.34186113),2115,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
36,2116,31.565934065934066,43.07988980716254,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,33.0,32.3,33.6,20628,POINT (-71.07563718 42.35059553),2116,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
37,2116,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,19.5,19.2,19.9,20628,POINT (-71.07563718 42.35059553),2116,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
37,2116,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,3.3,3.1,3.6,20628,POINT (-71.07563718 42.35059553),2116,HLTHOUT,COPD,CrdPrv,COPD
37,2116,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,1.9,1.9,1.9,20628,POINT (-71.07563718 42.35059553),2116,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
37,2116,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,9.7,9.4,10.1,20628,POINT (-71.07563718 42.35059553),2116,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
37,2116,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,1.9,1.8,2.0,20628,POINT (-71.07563718 42.35059553),2116,HLTHOUT,STROKE,CrdPrv,Stroke
37,2116,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,6.1,5.9,6.3,20628,POINT (-71.07563718 42.35059553),2116,HLTHOUT,DIABETES,CrdPrv,Diabetes
37,2116,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,5.2,5.1,5.3,20628,POINT (-71.07563718 42.35059553),2116,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
37,2116,31.304469273743017,34.99452054794521,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,12.6,11.7,13.5,20628,POINT (-71.07563718 42.35059553),2116,HLTHSTAT,MHLTH,CrdPrv,Mental Health
37,2116,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,3.7,3.6,3.9,20628,POINT (-71.07563718 42.35059553),2116,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
41,2118,31.565934065934066,43.07988980716254,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,38.0,37.4,38.6,26498,POINT (-71.07068615 42.3381858),2118,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
42,2118,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,4.5,4.3,4.6,26498,POINT (-71.07068615 42.3381858),2118,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
42,2118,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,4.5,4.4,4.5,26498,POINT (-71.07068615 42.3381858),2118,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
42,2118,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,23.6,23.3,24.0,26498,POINT (-71.07068615 42.3381858),2118,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
42,2118,31.304469273743017,34.99452054794521,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,14.9,14.3,15.6,26498,POINT (-71.07068615 42.3381858),2118,HLTHSTAT,MHLTH,CrdPrv,Mental Health
42,2118,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,8.6,8.4,8.8,26498,POINT (-71.07068615 42.3381858),2118,HLTHOUT,DIABETES,CrdPrv,Diabetes
42,2118,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.6,2.5,2.7,26498,POINT (-71.07068615 42.3381858),2118,HLTHOUT,STROKE,CrdPrv,Stroke
42,2118,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,4.5,4.2,4.8,26498,POINT (-71.07068615 42.3381858),2118,HLTHOUT,COPD,CrdPrv,COPD
42,2118,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.5,2.4,2.5,26498,POINT (-71.07068615 42.3381858),2118,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
42,2118,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,10.5,10.3,10.7,26498,POINT (-71.07068615 42.3381858),2118,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
46,2119,31.565934065934066,43.07988980716254,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,44.5,44.1,44.9,25346,POINT (-71.08502089 42.32402563),2119,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
47,2119,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,6.9,6.7,7.1,25346,POINT (-71.08502089 42.32402563),2119,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
47,2119,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,13.6,13.3,13.8,25346,POINT (-71.08502089 42.32402563),2119,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
47,2119,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,5.3,5.2,5.4,25346,POINT (-71.08502089 42.32402563),2119,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
47,2119,31.304469273743017,34.99452054794521,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,18.3,17.9,18.8,25346,POINT (-71.08502089 42.32402563),2119,HLTHSTAT,MHLTH,CrdPrv,Mental Health
47,2119,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,4.1,4.0,4.2,25346,POINT (-71.08502089 42.32402563),2119,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
47,2119,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,5.0,4.8,5.2,25346,POINT (-71.08502089 42.32402563),2119,HLTHOUT,STROKE,CrdPrv,Stroke
47,2119,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,15.0,14.7,15.3,25346,POINT (-71.08502089 42.32402563),2119,HLTHOUT,DIABETES,CrdPrv,Diabetes
47,2119,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,34.6,34.2,35.0,25346,POINT (-71.08502089 42.32402563),2119,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
47,2119,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,7.4,7.1,7.8,25346,POINT (-71.08502089 42.32402563),2119,HLTHOUT,COPD,CrdPrv,COPD
51,2120,31.565934065934066,43.07988980716254,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,38.7,37.5,39.9,15181,POINT (-71.1034205 42.32996053),2120,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
52,2120,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,7.2,7.1,7.4,15181,POINT (-71.1034205 42.32996053),2120,HLTHOUT,DIABETES,CrdPrv,Diabetes
52,2120,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.3,2.2,2.4,15181,POINT (-71.1034205 42.32996053),2120,HLTHOUT,STROKE,CrdPrv,Stroke
52,2120,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,4.3,4.0,4.6,15181,POINT (-71.1034205 42.32996053),2120,HLTHOUT,COPD,CrdPrv,COPD
52,2120,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,3.5,3.4,3.7,15181,POINT (-71.1034205 42.32996053),2120,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
